Thu Jan 18 14:07:22 2024    output.prof

         28111098 function calls (19759108 primitive calls) in 46.503 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/value.py:355(SignatureParamName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/function.py:395(OverloadedFunctionValue)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/instance.py:26(InstanceExecutedParamName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/typing.py:298(Tuple)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/terminal/shortcuts/filters.py:179(PassThrough)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 9:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/shortcuts/progress_bar/formatters.py:276(TimeLeft)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/logging/handlers.py:202(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/splitinput.py:82(LineInfo)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/events.py:19(EventManager)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic_arguments.py:245(ArgMethodWrapper)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/async_helpers.py:65(_AsyncIOProxy)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/auto_suggest.py:36(Suggestion)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/instance.py:484(SelfName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/typing.py:451(TypedDict)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/stdlib.py:472(PartialObject)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/xaxis/_domain.py:4(DomainValidator)
        6    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:2425(subclass_init)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/_datasource.py:149(__getitem__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:965(KVArgParseConfigLoader)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/asttokens/line_numbers.py:20(LineNumbers)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/key_bindings.py:529(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/styles/style_transformation.py:271(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:1417(DOMImplementation)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/validation.py:129(ThreadedValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/processors.py:171(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/processors.py:560(AfterInput)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/tokenize.py:255(FStringNode)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/tree.py:819(ImportFrom)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/debug.py:49(Fore)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/api/classes.py:863(ParamName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/display.py:415(HTML)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/sentinel.py:8(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/filters.py:129(ParserTreeFilter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/function.py:181(MethodValue)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/exceptiongroup/_catch.py:16(_Catcher)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/_data.py:4(DataValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:381(DeferredConfig)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pure_eval/utils.py:139(<setcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/utils.py:116(DummyContext)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/data_structures.py:9(Point)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/screen.py:310(WritePosition)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/logging/handlers.py:1079(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/lexer.py:338(_PseudoMatch)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/capture.py:124(capture_output)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/formatters/terminal256.py:34(EscapeSequence)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/dataclasses.py:178(__repr__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/xmlbuilder.py:334(DocumentLS)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/errors.py:888(_ArglistRule)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/api/classes.py:793(BaseSignature)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/lib/display.py:631(Code)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/lexer.py:646(RegexLexer)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/autocall.py:31(IPyAutocall)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic.py:718(MagicAlias)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/filters.py:229(DictFilter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/__init__.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/iterable.py:75(Generator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sqlite3/dbapi2.py:51(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/application/current.py:44(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/auto_suggest.py:124(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/instance.py:556(SelfAttributeFilter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/api/helpers.py:77(OnErrorLeaf)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/api/refactoring/__init__.py:15(ChangedFile)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 21:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:1221(EventHandler)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/controls.py:477(DummyControl)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/processors.py:315(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/shortcuts/progress_bar/formatters.py:214(Progress)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/shortcuts/prompt.py:195(_RPrompt)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/completer.py:692(MatcherAPIv2)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/file_io.py:26(FolderIO)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/lib/pretty.py:340(RepresentationPrinter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/lexers/python.py:674(PythonConsoleLexer)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/inputtransformer2.py:54(PromptStripper)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/inputtransformer2.py:410(EscapedCommand)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic.py:280(output_can_be_silenced)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/iterable.py:490(_FakeSequence)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/subprocess/__init__.py:118(InferenceStateSubprocess)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/_plotly_utils/basevalidators.py:638(validate_coerce)
        2    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:1111(observe_compat)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:901(_CallbackWrapper)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/menus.py:643(MultiColumnCompletionsMenu)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/tree.py:1221(UsedNamesMapping)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/display_functions.py:329(DisplayHandle)
        2    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/lexers/python.py:67(innerstring_rules)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic.py:76(needs_local_scope)
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/syspathcontext.py:21(appended_to_syspath)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/instance.py:530(InstanceClassFilter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/base.py:373(BaseTypingValue)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/stdlib.py:637(DataclassParamName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/django.py:268(DjangoParamName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/execution.py:152(Timer)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:557(JSONFileConfigLoader)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/style.py:170(Style)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/formatted_text/ansi.py:292(ANSIFormatter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/data_structures.py:14(Size)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/formatted_text/base.py:136(Template)
        1    0.000    0.000    0.000    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/modelling_fev1/pred_fev1.py:371(load_LMS_coeffs)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 4:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/parser.py:76(StackNode)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/debug.py:77(increase_indent)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/logging/handlers.py:455(WatchedFileHandler)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/display.py:1083(Video)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/names.py:92(AbstractArbitraryName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/names.py:421(BaseTreeParamName)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/dynamic_arrays.py:133(_DynamicArrayAdditions)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/function.py:354(FunctionExecutionContext)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/api/interpreter.py:48(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/bar/_xaxis.py:4(XaxisValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:2402(Float)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/formatters/terminal256.py:293(TerminalTrueColorFormatter)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/enum.py:1049(<lambda>)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/dataclasses.py:839(_hash_set_none)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/completer.py:563(SimpleCompletion)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/tree.py:452(Node)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/tree.py:192(Name)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/tree.py:463(Class)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/parser_utils.py:323(_function_is_x_method)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/lib/display.py:371(FileLink)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/lib/pretty.py:675(_dict_pprinter_factory)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/utils.py:73(PushBackIterator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/instance.py:61(AnonymousMethodExecutionContext)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/typing.py:100(ProxyWithGenerics)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/subprocess/__init__.py:284(Listener)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/docstring_utils.py:5(DocstringModule)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/application.py:111(ProfileAwareConfigLoader)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_annotations.py:4(AnnotationsValidator)
        5    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/basedatatypes.py:2979(_send_relayout_msg)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:945(_FlagAction)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/stack_data/utils.py:129(cached_property)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_deprecations.py:8(Data)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/validation.py:162(ConditionalValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/widgets/base.py:871(CheckboxList)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/shortcuts/progress_bar/formatters.py:338(SpinningWheel)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/pgen2/grammar_parser.py:23(NFAState)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/tree.py:377(Module)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/python/errors.py:1164(_ExprStmtRule)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/parso/normalizer.py:118(Issue)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:3470(TCPAddress)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/logging/handlers.py:1276(BufferingHandler)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/socketserver.py:631(_Threads)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/value.py:25(CheckAttribute)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/filters.py:272(_BuiltinMappedMethod)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/names.py:363(_ParamMixin)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_grid.py:4(GridValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/syspathcontext.py:51(prepended_to_syspath)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/filters/base.py:153(_Invert)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/__init__.py:12(Sentinel)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/yaxis/_anchor.py:4(AnchorValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/bar/_yaxis.py:4(YaxisValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:529(FileConfigLoader)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/vi_state.py:27(CharacterFind)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/input/vt100_parser.py:39(_IsPrefixOfLongerMatchCache)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/cache.py:56(_temp)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/lib/display.py:303(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/bdb.py:862(Tdb)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic_arguments.py:297(kwds)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/dynamic_arrays.py:169(_Modification)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/animation.py:4(EasingValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_hiddenlabelspy:4(HiddenlabelssrcValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_width.py:4(WidthValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_treemapcolorway.py:4(TreemapcolorwayValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_funnelmode.py:4(FunnelmodeValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/shape/_x0.py:4(X0Validator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/shape/_y0.py:4(Y0Validator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/coloransi.py:126(ColorSchemeTable)
        2    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/typing.py:1151(__repr__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:1293(Identified)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/xmlbuilder.py:212(DOMEntityResolver)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/logging/handlers.py:1186(HTTPHandler)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/iterable.py:560(MergedArray)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/iterable.py:612(Slice)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_sliderdefaults.py:4(SliderdefaultsValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_bargroupgap.py:4(BargroupgapValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/histogram/marker/_line.py:4(LineValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/exceptiongroup/_exceptions.py:220(ExceptionGroup)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/eventloop/async_context_manager.py:54(_AsyncGeneratorContextManager)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/base.py:393(BaseTypingClassWithGenerics)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/_frames.py:4(FramesValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/xaxis/_anchor.py:4(AnchorValidator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/traitlets.py:2212(This)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:474(ConfigLoader)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:612(PyFileConfigLoader)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/styles/style_transformation.py:230(DummyStyleTransformation)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/xmlbuilder.py:367(DOMImplementationLS)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/completion/filesystem.py:105(ExecutableCompleter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/containers.py:1376(ColorColumn)
