Thu Jan 18 14:07:22 2024    output.prof

         28111098 function calls (19759108 primitive calls) in 46.503 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_funnelgroupgap.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/api/errors.py:11(SyntaxError)
        3    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/layout/xaxis/_title.py:5(Title)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/shape/line/_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:327(DocumentFragment)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/histogram/_xbins.py:5(XBins)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/lib/_datasource.py:280(_splitzipext)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validator_cache.py:5(ValidatorCache)
       35    0.000    0.000    0.000    0.000 /Users/tristan.trebaol/Desktop/PhD/Code/phd/src/modelling_o2/o2satffa.py:27(<lambda>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:1546(Document)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/prefilter.py:470(PythonOpsChecker)
       22    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:620(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/prefilter.py:446(AutoMagicChecker)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/crashhandler.py:87(CrashHandler)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1491(squeeze)
       11    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:666(_get_default_metavar_for_optional)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/shortcuts/progress_bar/base.py:290(_ProgressControl)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/arguments.py:166(TreeArguments)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/layout/_colorscale.py:5(Colorscale)
       11    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/compilerop.py:47(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/formatters.py:744(SVGFormatter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/controls.py:498(_ProcessedLine)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/parser_cache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/shape/_x0.py:5(__init__)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/stdlib.py:255(ReversedObject)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_sunburstcolorway.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/dimension.py:21(Dimension)
       16    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/base.py:160(GenericClass)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/gradual/utils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/io/_templates.py:24(TemplatesConfig)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/layout/_font.py:5(Font)
        5    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/filters/base.py:100(__missing__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/extension.py:24(ExtensionMagics)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_hiddenlabels.py:5(__init__)
        5    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/module.py:37(SubModuleDictMixin)
        4    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/pygments/util.py:128(make_analysator)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/formatters.py:779(JPEGFormatter)
       15    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/_subplots.py:442(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:345(Attr)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/weakref.py:290(update)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/names.py:269(TreeNameDefinition)
       22    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/utils/decorators.py:56(undoc)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/instance.py:191(_BaseTreeInstance)
       18    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/plugins/stdlib.py:148(argument_clinic)
       27    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/argparse.py:864(format_usage)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/key_binding/bindings/scroll.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/iterable.py:260(DictComprehension)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_paper_bgcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/compiled/mixed.py:27(MixedObject)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/layout/_uniformtext.py:5(Uniformtext)
       12    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magic_arguments.py:230(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/styles/style.py:357(_MergedStyle)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_extendpiecolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/histogram/_x.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/dimension.py:83(exact)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/parser_utils.py:216(_get_parent_scope_cache)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/base_value.py:143(Value)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/histogram/_yaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/widgets/base.py:385(Button)
       15    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:163(__delitem__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/syntax_tree.py:49(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/concurrent/futures/thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/traitlets/config/loader.py:394(DeferredConfigString)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/value/module.py:137(ModuleValue)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/eventloop/async_context_manager.py:16(AbstractAsyncContextManager)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/histogram/xbins/_start.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/histogram/_y.py:5(__init__)
        3    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_extendtreemapcolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/decorator.py:51(FunctionMaker)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/os.py:1080(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/interactiveshell.py:247(ExecutionResult)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/codeop.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_uirevision.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/histogram/xbins/_size.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/shape/_y1.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/sre_parse.py:259(getwhile)
       25    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/inspect.py:3006(parameters)
       18    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/graph_objs/_layout.py:4856(_prop_descriptions)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/_compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/ultratb.py:466(ListTB)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:1368(Entity)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/terminal/interactiveshell.py:87(get_default_editor)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_iciclecolorway.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/formatters.py:814(JSONFormatter)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/jedi/inference/base_value.py:412(ValueSet)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_editrevision.py:5(__init__)
        2    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/_collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/xml/dom/minidom.py:664(Element)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/IPython/core/magics/packaging.py:58(PackagingMagics)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_extendiciclecolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/bdb.py:655(Breakpoint)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/_funnelareacolorway.py:5(__init__)
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/plotly/validators/layout/shape/_x1.py:5(__init__)
       13    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/numpy/core/multiarray.py:346(where)
       20    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /Applications/anaconda3/envs/phd/lib/python3.10/site-packages/prompt_toolkit/layout/controls.py:929(SearchBufferControl)
